"user_id","activity_date","product_group","dollar_purchase_value","purchase_number"
69843,2024-11-03,"Promotion",9.99,7
91805,2024-12-29,"Gold",4.99,2
76848,2024-11-16,"Promotion",4.99,4
70218,2024-11-25,"Gold",4.99,29
74868,2024-11-29,"Promotion",4.99,12
86257,2024-11-14,"Promotion",4.99,1
87586,2024-10-29,"Promotion",4.99,4
81533,2024-12-31,"Promotion",4.99,3
78708,2024-12-28,"Gold",4.99,11
77516,2024-12-03,"Promotion",9.99,1
92643,2024-11-15,"Gold",4.99,8
80876,2024-11-20,"Remove Ads",4.99,11
83405,2024-12-12,"Gold",4.99,8
94202,2024-11-16,"Gold",4.99,3
89149,2024-11-02,"Gold",19.99,4
77802,2024-11-11,"Promotion",6.99,26
87393,2024-12-29,"Gold",4.99,8
78765,2024-11-10,"Gold",4.99,1
80329,2024-12-31,"Promotion",6.99,41
85322,2024-12-28,"Gold",9.99,18
79583,2024-12-02,"Promotion",4.99,126
88077,2024-11-02,"Promotion",4.99,1
73788,2024-12-06,"Remove Ads",4.99,9
75355,2024-12-28,"Gold",4.99,6
79731,2024-12-28,"Promotion",4.99,1
83628,2024-11-07,"Gold",4.99,36
95502,2024-12-23,"Promotion",9.99,5
82032,2024-10-18,"Promotion",4.99,1
69847,2024-11-13,"Gold",4.99,15
72281,2024-10-27,"Promotion",4.99,1
79770,2024-12-21,"Promotion",4.99,19
79770,2024-12-31,"Promotion",4.99,30
88075,2024-10-14,"Promotion",4.99,1
84747,2024-11-23,"Remove Ads",4.99,5
83776,2024-10-07,"Promotion",6.99,1
95567,2024-11-22,"Remove Ads",4.99,14
70317,2024-12-23,"Gold",4.99,3
72312,2024-11-12,"Promotion",4.99,1
75747,2024-11-30,"Promotion",9.99,3
80251,2024-12-20,"Gold",4.99,25
83953,2024-12-16,"Gold",4.99,6
87775,2024-11-01,"Gold",4.99,10
92739,2024-12-27,"Promotion",9.99,11
83711,2024-11-30,"Promotion",4.99,2
78246,2024-10-13,"Gold",4.99,1
85305,2024-11-20,"Gold",9.99,13
73600,2024-11-23,"Gold",4.99,5
87237,2024-12-06,"Gold",4.99,2
87323,2024-11-08,"Promotion",4.99,1
82037,2024-11-06,"Gold",4.99,12
82428,2024-10-12,"Gold",4.99,3
75613,2024-10-30,"Promotion",4.99,1
85323,2024-12-02,"Promotion",4.99,1
95254,2024-11-10,"Promotion",9.99,14
95556,2024-11-05,"Gold",9.99,1
84241,2024-10-18,"Gold",4.99,2
94665,2024-10-11,"Gold",4.99,2
73163,2024-11-03,"Gold",4.99,11
75408,2024-12-25,"Remove Ads",4.99,9
90119,2024-10-23,"Promotion",4.99,1
83798,2024-12-15,"Gold",4.99,1
96184,2024-12-30,"Gold",4.99,5
72892,2024-12-28,"Gold",4.99,1
89354,2024-11-23,"Gold",4.99,4
70311,2024-10-29,"Gold",29.99,14
70311,2024-11-02,"Gold",4.99,19
71293,2024-10-21,"Promotion",4.99,5
86486,2024-12-08,"Promotion",4.99,1
84443,2024-12-29,"Promotion",4.99,12
94078,2024-12-12,"Promotion",9.99,5
91670,2024-11-12,"Promotion",4.99,1
70218,2024-12-07,"Promotion",4.99,38
88728,2024-12-29,"Promotion",4.99,1
74360,2024-12-03,"Promotion",4.99,1
87273,2024-10-10,"Gold",4.99,1
88173,2024-10-28,"Promotion",4.99,4
77638,2024-12-21,"Promotion",4.99,1
83405,2024-12-11,"Gold",4.99,6
72359,2024-12-16,"Gold",4.99,11
88749,2024-12-21,"Promotion",4.99,2
86900,2024-12-14,"Gold",4.99,9
77802,2024-12-04,"Remove Ads",4.99,42
77802,2024-12-25,"Promotion",6.99,53
75865,2024-12-31,"Gold",19.99,1
69917,2024-11-08,"Gold",4.99,9
72024,2024-10-22,"Promotion",4.99,5
72024,2024-10-31,"Promotion",4.99,8
78877,2024-11-26,"Promotion",9.99,2
94832,2024-11-23,"Gold",9.99,1
83356,2024-11-26,"Promotion",4.99,1
89078,2024-11-21,"Remove Ads",4.99,4
72512,2024-11-14,"Gold",4.99,1
86832,2024-11-09,"Promotion",4.99,1
89368,2024-11-12,"Promotion",4.99,1
81683,2024-11-10,"Gold",4.99,2
83628,2024-10-08,"Gold",4.99,2
83628,2024-10-09,"Gold",4.99,9
83395,2024-12-18,"Gold",29.99,7
73952,2024-11-16,"Promotion",4.99,1
78791,2024-12-29,"Gold",9.99,12
95771,2024-11-12,"Promotion",4.99,2
88775,2024-10-26,"Gold",4.99,18
72810,2024-12-31,"Promotion",4.99,1
79171,2024-11-11,"Promotion",9.99,2
91404,2024-12-10,"Promotion",4.99,1
80586,2024-12-14,"Gold",4.99,6
89086,2024-11-02,"Gold",4.99,1
81275,2024-12-29,"Gold",4.99,2
96006,2024-12-27,"Gold",4.99,28
89293,2024-11-28,"Gold",9.99,22
82037,2024-11-05,"Gold",4.99,9
93414,2024-11-30,"Gold",4.99,5
97446,2024-11-27,"Promotion",4.99,1
83729,2024-10-28,"Gold",4.99,3
83729,2024-12-26,"Gold",19.99,6
93707,2024-12-10,"Promotion",4.99,1
85148,2024-10-18,"Gold",4.99,1
89609,2024-12-20,"Promotion",4.99,2
91921,2024-11-24,"Promotion",4.99,2
82672,2024-12-03,"Promotion",4.99,20
87237,2024-12-18,"Gold",4.99,8
82344,2024-11-07,"Gold",4.99,1
84678,2024-11-29,"Promotion",9.99,1
79387,2024-10-22,"Gold",9.99,10
77129,2024-11-03,"Promotion",9.99,1
87891,2024-11-12,"Gold",9.99,13
75799,2024-12-19,"Promotion",9.99,33
75799,2024-12-28,"Promotion",9.99,42
88113,2024-12-31,"Promotion",9.99,5
82472,2024-11-14,"Promotion",4.99,2
71949,2024-12-13,"Gold",4.99,2
70311,2024-10-26,"Promotion",9.99,10
96759,2024-12-06,"Gold",4.99,3
72563,2024-12-03,"Promotion",4.99,3
93984,2024-11-06,"Gold",9.99,4
93984,2024-11-08,"Promotion",4.99,6
91205,2024-10-28,"Gold",9.99,2
93077,2024-11-19,"Promotion",4.99,3
80900,2024-12-14,"Promotion",4.99,2
74431,2024-12-27,"Gold",19.99,2
74431,2024-12-27,"Gold",9.99,4
81759,2024-11-07,"Promotion",4.99,3
73970,2024-11-01,"Gold",4.99,1
76858,2024-12-02,"Promotion",4.99,8
77829,2024-10-06,"Promotion",4.99,3
75623,2024-10-09,"Promotion",4.99,3
93820,2024-10-15,"Promotion",4.99,2
89921,2024-10-05,"Gold",4.99,1
74240,2024-12-19,"Gold",4.99,2
75471,2024-11-28,"Gold",9.99,40
84509,2024-12-04,"Remove Ads",4.99,2
86409,2024-12-27,"Promotion",4.99,6
76076,2024-10-23,"Remove Ads",4.99,4
79041,2024-12-22,"Remove Ads",NA,1
95783,2024-12-01,"Promotion",9.99,7
80876,2024-11-14,"Promotion",9.99,8
93638,2024-10-26,"Gold",4.99,7
83033,2024-11-30,"Gold",4.99,1
76230,2024-10-06,"Promotion",4.99,3
80329,2024-12-13,"Promotion",4.99,8
80329,2024-12-30,"Gold",4.99,39
80870,2024-10-06,"Promotion",4.99,1
80129,2024-10-15,"Gold",4.99,4
91585,2024-11-27,"Gold",4.99,17
88478,2024-12-28,"Promotion",4.99,2
77185,2024-11-16,"Promotion",4.99,1
78877,2024-12-11,"Gold",4.99,17
70080,2024-12-15,"Gold",4.99,1
84531,2024-12-09,"Gold",4.99,2
78791,2024-12-24,"Promotion",4.99,10
74682,2024-12-23,"Remove Ads",4.99,12
69847,2024-11-15,"Gold",4.99,17
69847,2024-11-19,"Promotion",4.99,19
70849,2024-10-24,"Promotion",4.99,1
70849,2024-11-06,"Remove Ads",4.99,5
93827,2024-10-14,"Remove Ads",4.99,1
88075,2024-12-04,"Promotion",4.99,4
72070,2024-12-25,"Gold",4.99,1
71626,2024-12-19,"Gold",4.99,1
75177,2024-10-17,"Gold",19.99,17
75322,2024-10-17,"Promotion",9.99,1
79583,2024-10-21,"Remove Ads",4.99,4
79583,2024-11-16,"Gold",4.99,76
86262,2024-10-19,"Remove Ads",NA,1
96517,2024-11-12,"Promotion",4.99,2
80406,2024-11-01,"Gold",4.99,3
83628,2024-12-09,"Promotion",9.99,65
70808,2024-12-30,"Remove Ads",4.99,9
83395,2024-11-28,"Promotion",4.99,3
73050,2024-12-15,"Remove Ads",4.99,18
84031,2024-12-25,"Remove Ads",4.99,1
85244,2024-10-21,"Remove Ads",4.99,1
78577,2024-10-28,"Remove Ads",4.99,2
78577,2024-12-23,"Remove Ads",4.99,10
80251,2024-11-20,"Remove Ads",4.99,14
84745,2024-11-30,"Gold",4.99,18
81882,2024-12-19,"Promotion",9.99,19
77778,2024-11-02,"Gold",4.99,4
72428,2024-12-31,"Gold",9.99,1
90119,2024-11-08,"Gold",4.99,12
72240,2024-10-20,"Remove Ads",4.99,25
73127,2024-10-19,"Promotion",4.99,1
73127,2024-11-09,"Promotion",4.99,4
91814,2024-11-15,"Remove Ads",NA,7
91840,2024-11-23,"Remove Ads",4.99,1
72350,2024-11-28,"Remove Ads",4.99,1
95580,2024-11-23,"Remove Ads",4.99,2
85898,2024-12-12,"Promotion",9.99,46
86063,2024-10-23,"Remove Ads",4.99,7
79597,2024-12-28,"Gold",9.99,19
88162,2024-12-28,"Promotion",9.99,8
97313,2024-12-08,"Gold",4.99,1
82672,2024-12-01,"Promotion",4.99,18
83410,2024-11-18,"Promotion",4.99,2
76177,2024-11-13,"Promotion",4.99,1
91073,2024-12-12,"Remove Ads",4.99,22
91073,2024-12-22,"Gold",4.99,28
75799,2024-12-10,"Promotion",4.99,26
86043,2024-12-31,"Promotion",4.99,4
69843,2024-11-08,"Promotion",4.99,9
76848,2024-10-03,"Gold",9.99,1
71776,2024-12-29,"Gold",4.99,37
83632,2024-11-25,"Promotion",4.99,1
87921,2024-10-07,"Promotion",4.99,1
97231,2024-12-26,"Promotion",4.99,3
89188,2024-11-17,"Remove Ads",4.99,27
91348,2024-12-11,"Gold",4.99,1
81759,2024-11-02,"Promotion",4.99,2
93876,2024-11-19,"Promotion",4.99,16
70218,2024-11-25,"Gold",4.99,28
70218,2024-11-26,"Promotion",4.99,32
75345,2024-12-29,"Gold",4.99,18
96482,2024-12-05,"Promotion",4.99,1
85768,2024-12-22,"Gold",4.99,27
72736,2024-10-30,"Promotion",4.99,7
96124,2024-12-30,"Gold",4.99,8
93820,2024-10-17,"Promotion",9.99,3
69430,2024-11-09,"Promotion",4.99,5
79217,2024-12-31,"Gold",4.99,11
74572,2024-12-23,"Remove Ads",4.99,4
87393,2024-12-30,"Gold",4.99,9
75620,2024-12-17,"Gold",4.99,7
80566,2024-12-01,"Gold",4.99,10
88864,2024-11-28,"Gold",4.99,5
88864,2024-12-09,"Promotion",9.99,15
80107,2024-10-08,"Promotion",4.99,5
84531,2024-12-16,"Gold",4.99,11
78509,2024-11-05,"Promotion",4.99,1
91272,2024-11-16,"Promotion",9.99,5
70550,2024-10-26,"Promotion",4.99,1
95868,2024-12-19,"Gold",4.99,15
74682,2024-12-19,"Gold",4.99,9
75703,2024-10-26,"Remove Ads",4.99,4
75355,2024-12-28,"Gold",4.99,5
70317,2024-12-23,"Gold",4.99,6
87887,2024-11-17,"Gold",4.99,2
75177,2024-10-04,"Gold",9.99,5
75177,2024-11-21,"Promotion",4.99,50
78230,2024-10-27,"Promotion",4.99,5
85776,2024-12-31,"Promotion",4.99,16
96006,2024-10-10,"Promotion",4.99,3
96006,2024-11-18,"Promotion",9.99,15
96006,2024-11-24,"Gold",4.99,16
86372,2024-11-27,"Remove Ads",4.99,2
94207,2024-12-20,"Remove Ads",4.99,7
88353,2024-11-29,"Remove Ads",4.99,2
91200,2024-11-30,"Gold",9.99,7
93363,2024-11-20,"Gold",4.99,2
73781,2024-10-31,"Promotion",4.99,2
81567,2024-12-12,"Gold",4.99,2
81567,2024-12-26,"Gold",4.99,10
83050,2024-12-07,"Promotion",4.99,1
91073,2024-12-11,"Promotion",4.99,20
93465,2024-12-03,"Gold",9.99,18
72046,2024-11-03,"Promotion",4.99,3
82967,2024-11-02,"Gold",9.99,7
83632,2024-12-05,"Promotion",9.99,5
72425,2024-11-04,"Promotion",4.99,3
76076,2024-11-19,"Remove Ads",4.99,21
76076,2024-11-25,"Gold",9.99,24
76076,2024-12-02,"Gold",9.99,28
73723,2024-12-25,"Gold",4.99,2
89188,2024-10-17,"Promotion",9.99,12
93876,2024-11-22,"Promotion",6.99,17
75345,2024-12-27,"Promotion",9.99,13
87149,2024-10-23,"Gold",9.99,11
72736,2024-11-01,"Promotion",4.99,8
86257,2024-12-04,"Gold",9.99,12
77802,2024-11-14,"Promotion",6.99,28
77802,2024-12-01,"Gold",29.99,40
80876,2024-11-27,"Gold",9.99,18
91902,2024-12-07,"Promotion",9.99,2
93638,2024-11-23,"Gold",4.99,22
75471,2024-10-14,"Gold",19.99,13
79583,2024-10-30,"Promotion",4.99,20
94988,2024-12-21,"Remove Ads",4.99,6
70162,2024-11-14,"Gold",9.99,10
88462,2024-12-24,"Gold",4.99,4
88864,2024-12-31,"Promotion",4.99,19
78393,2024-10-24,"Gold",4.99,3
73788,2024-11-20,"Remove Ads",4.99,4
89918,2024-11-27,"Promotion",4.99,2
83395,2024-12-26,"Promotion",4.99,21
95868,2024-12-26,"Gold",4.99,25
78791,2024-11-11,"Gold",4.99,4
96736,2024-11-25,"Gold",4.99,2
87887,2024-12-10,"Gold",4.99,5
91597,2024-12-27,"Remove Ads",4.99,1
92942,2024-11-25,"Promotion",9.99,6
89132,2024-11-11,"Promotion",9.99,3
81750,2024-10-27,"Remove Ads",4.99,3
83094,2024-12-28,"Promotion",9.99,17
84745,2024-11-24,"Gold",4.99,12
76865,2024-12-03,"Promotion",4.99,2
87445,2024-11-09,"Gold",4.99,2
86930,2024-12-14,"Promotion",4.99,6
75748,2024-12-16,"Remove Ads",4.99,12
74513,2024-11-23,"Gold",4.99,2
87357,2024-12-14,"Remove Ads",4.99,8
81718,2024-10-08,"Gold",4.99,9
75875,2024-12-10,"Promotion",4.99,3
93873,2024-10-07,"Gold",4.99,1
72240,2024-10-23,"Gold",4.99,28
84314,2024-12-23,"Promotion",4.99,8
87389,2024-12-22,"Promotion",4.99,2
94679,2024-12-07,"Promotion",4.99,1
84875,2024-11-03,"Promotion",4.99,1
70116,2024-12-13,"Remove Ads",4.99,15
70888,2024-10-13,"Promotion",4.99,1
85323,2024-12-20,"Gold",4.99,3
79597,2024-11-19,"Promotion",4.99,4
79597,2024-12-19,"Promotion",9.99,16
88124,2024-11-11,"Promotion",9.99,7
71957,2024-12-14,"Promotion",4.99,1
92188,2024-12-11,"Gold",4.99,1
70567,2024-11-21,"Remove Ads",4.99,11
71293,2024-10-17,"Gold",4.99,2
74511,2024-11-10,"Gold",9.99,3
96681,2024-12-29,"Promotion",4.99,3
91188,2024-10-18,"Gold",9.99,2
89188,2024-10-19,"Gold",9.99,14
96857,2024-12-29,"Promotion",4.99,1
75345,2024-12-22,"Promotion",4.99,4
93876,2024-12-24,"Promotion",4.99,31
92744,2024-12-31,"Promotion",9.99,13
93820,2024-10-13,"Promotion",9.99,1
94984,2024-12-31,"Gold",4.99,3
85851,2024-11-15,"Remove Ads",4.99,2
87149,2024-10-23,"Gold",9.99,12
75471,2024-12-28,"Gold",9.99,78
86409,2024-12-18,"Gold",4.99,1
69743,2024-11-11,"Remove Ads",4.99,1
73879,2024-11-17,"Promotion",9.99,24
83877,2024-10-24,"Gold",4.99,48
85322,2024-12-31,"Promotion",9.99,30
77692,2024-12-22,"Remove Ads",4.99,8
78746,2024-10-27,"Gold",4.99,5
90095,2024-12-03,"Promotion",4.99,1
72471,2024-12-17,"Promotion",4.99,1
77107,2024-12-08,"Gold",4.99,4
77006,2024-11-10,"Promotion",4.99,2
93638,2024-11-03,"Promotion",9.99,11
79583,2024-10-27,"Gold",4.99,17
79583,2024-11-11,"Gold",4.99,66
93202,2024-12-27,"Promotion",9.99,1
73788,2024-11-22,"Remove Ads",4.99,5
86262,2024-11-09,"Gold",29.99,10
80572,2024-10-17,"Promotion",4.99,1
84531,2024-12-09,"Gold",4.99,1
83395,2024-12-20,"Gold",29.99,8
83395,2024-12-26,"Promotion",4.99,18
87691,2024-12-20,"Remove Ads",4.99,26
73952,2024-12-18,"Promotion",4.99,23
79770,2024-12-17,"Promotion",4.99,12
70317,2024-12-25,"Gold",4.99,10
75747,2024-11-30,"Promotion",4.99,4
95567,2024-11-01,"Remove Ads",4.99,10
75177,2024-10-23,"Gold",29.99,32
69615,2024-10-27,"Promotion",4.99,1
80886,2024-10-28,"Gold",4.99,1
73600,2024-11-23,"Promotion",9.99,2
84428,2024-11-05,"Gold",4.99,2
93802,2024-11-19,"Promotion",4.99,5
82825,2024-10-20,"Promotion",4.99,5
72946,2024-12-07,"Promotion",9.99,1
82037,2024-11-05,"Gold",4.99,8
82037,2024-11-10,"Gold",9.99,21
93414,2024-11-29,"Gold",4.99,4
69876,2024-11-10,"Promotion",9.99,8
85323,2024-12-31,"Gold",4.99,8
71404,2024-12-03,"Gold",19.99,16
90537,2024-12-18,"Gold",29.99,3
90537,2024-12-24,"Gold",9.99,8
94429,2024-10-07,"Gold",4.99,3
96230,2024-10-08,"Promotion",4.99,4
82672,2024-12-04,"Gold",9.99,22
75799,2024-12-20,"Promotion",9.99,34
76889,2024-10-29,"Promotion",4.99,2
92451,2024-10-13,"Gold",4.99,10
92451,2024-11-30,"Gold",9.99,20
72240,2024-10-22,"Gold",4.99,26
74765,2024-11-01,"Remove Ads",4.99,3
90399,2024-12-27,"Gold",9.99,12
71613,2024-10-20,"Promotion",4.99,1
91073,2024-12-12,"Promotion",9.99,21
82639,2024-10-11,"Gold",4.99,4
79920,2024-12-29,"Gold",4.99,5
79920,2024-12-30,"Promotion",4.99,9
96435,2024-11-16,"Gold",4.99,7
77516,2024-12-14,"Promotion",4.99,3
72563,2024-11-29,"Promotion",4.99,1
79937,2024-12-26,"Promotion",4.99,15
79139,2024-12-25,"Promotion",9.99,3
87179,2024-10-28,"Promotion",9.99,4
78746,2024-10-15,"Gold",4.99,3
93106,2024-11-05,"Remove Ads",4.99,1
92744,2024-12-31,"Gold",29.99,14
80980,2024-12-05,"Gold",4.99,4
78750,2024-12-22,"Gold",4.99,3
87149,2024-10-23,"Gold",19.99,13
87086,2024-12-22,"Remove Ads",4.99,8
75471,2024-10-14,"Gold",19.99,14
75471,2024-10-26,"Gold",4.99,24
82449,2024-12-09,"Promotion",4.99,1
91085,2024-11-29,"Remove Ads",4.99,10
78877,2024-11-26,"Promotion",4.99,3
89918,2024-11-28,"Promotion",4.99,3
70109,2024-12-15,"Promotion",4.99,10
92269,2024-10-12,"Gold",9.99,2
82916,2024-12-12,"Remove Ads",4.99,1
84029,2024-10-28,"Gold",4.99,3
87691,2024-12-20,"Gold",4.99,24
95634,2024-12-29,"Promotion",9.99,36
69847,2024-11-09,"Gold",4.99,7
88775,2024-10-18,"Promotion",9.99,12
93435,2024-10-24,"Remove Ads",4.99,2
70719,2024-12-24,"Promotion",4.99,4
75221,2024-10-20,"Gold",4.99,2
79505,2024-10-31,"Promotion",4.99,1
79505,2024-11-15,"Promotion",9.99,9
80251,2024-10-19,"Gold",9.99,5
90531,2024-12-30,"Remove Ads",4.99,13
96052,2024-12-30,"Promotion",4.99,3
79044,2024-12-02,"Promotion",4.99,1
76753,2024-12-24,"Promotion",4.99,9
79466,2024-10-02,"Remove Ads",4.99,1
89132,2024-11-21,"Gold",9.99,7
80761,2024-11-26,"Remove Ads",4.99,7
96006,2024-11-01,"Remove Ads",4.99,9
87237,2024-12-21,"Gold",9.99,15
79460,2024-11-20,"Remove Ads",NA,1
91565,2024-11-22,"Promotion",4.99,1
89293,2024-12-14,"Remove Ads",4.99,25
85696,2024-10-25,"Gold",9.99,5
85311,2024-12-25,"Gold",4.99,2
85534,2024-12-31,"Promotion",4.99,6
85898,2024-10-31,"Gold",4.99,10
85898,2024-11-13,"Promotion",4.99,29
93876,2024-11-08,"Gold",19.99,6
72240,2024-10-10,"Gold",4.99,3
85768,2024-11-22,"Gold",4.99,6
88364,2024-12-26,"Promotion",4.99,4
79387,2024-11-25,"Gold",4.99,42
90119,2024-11-08,"Promotion",4.99,9
96462,2024-12-25,"Gold",9.99,1
88961,2024-11-26,"Remove Ads",4.99,3
90399,2024-12-29,"Gold",4.99,22
76966,2024-11-06,"Remove Ads",4.99,2
72830,2024-11-13,"Remove Ads",4.99,5
71753,2024-12-07,"Promotion",9.99,1
96728,2024-12-21,"Gold",4.99,1
70404,2024-11-07,"Promotion",6.99,23
85139,2024-11-23,"Gold",4.99,1
77364,2024-12-28,"Promotion",4.99,1
77602,2024-12-07,"Gold",4.99,2
80556,2024-10-30,"Gold",9.99,1
69709,2024-12-17,"Remove Ads",4.99,5
84509,2024-12-05,"Promotion",4.99,3
88868,2024-11-27,"Gold",9.99,2
82737,2024-12-29,"Promotion",4.99,1
83877,2024-10-25,"Gold",4.99,51
84531,2024-12-26,"Promotion",4.99,19
69443,2024-12-23,"Remove Ads",4.99,3
83964,2024-11-13,"Gold",9.99,3
83964,2024-12-15,"Remove Ads",4.99,9
88746,2024-12-23,"Gold",4.99,5
82107,2024-11-29,"Promotion",9.99,11
97482,2024-12-22,"Gold",4.99,2
87691,2024-12-19,"Gold",4.99,14
94553,2024-11-08,"Gold",4.99,7
91271,2024-12-23,"Promotion",4.99,1
70241,2024-12-27,"Promotion",4.99,5
84480,2024-12-28,"Promotion",4.99,1
78164,2024-12-19,"Promotion",4.99,7
97402,2024-10-26,"Gold",4.99,1
69847,2024-11-10,"Gold",4.99,9
79770,2024-12-15,"Gold",4.99,3
75221,2024-10-15,"Gold",4.99,1
81112,2024-12-18,"Remove Ads",4.99,2
81112,2024-12-25,"Remove Ads",4.99,4
79104,2024-12-16,"Remove Ads",4.99,5
76753,2024-12-27,"Promotion",4.99,10
80462,2024-10-08,"Promotion",4.99,1
83094,2024-12-08,"Remove Ads",4.99,13
84745,2024-12-12,"Remove Ads",4.99,23
89596,2024-11-16,"Gold",4.99,2
85898,2024-11-08,"Gold",4.99,17
89976,2024-12-30,"Gold",4.99,10
81718,2024-12-24,"Promotion",4.99,81
80307,2024-12-21,"Gold",9.99,2
80307,2024-12-27,"Gold",9.99,7
73874,2024-12-19,"Remove Ads",4.99,1
82672,2024-11-13,"Promotion",9.99,3
93438,2024-12-26,"Gold",4.99,1
78082,2024-12-28,"Gold",29.99,5
70567,2024-11-14,"Remove Ads",4.99,10
90399,2024-12-26,"Gold",19.99,6
92880,2024-11-19,"Gold",4.99,1
96681,2024-12-29,"Gold",4.99,6
93465,2024-12-11,"Gold",9.99,30
87389,2024-12-31,"Gold",19.99,7
93876,2024-11-05,"Promotion",4.99,4
80900,2024-12-16,"Gold",4.99,5
91409,2024-12-22,"Promotion",4.99,1
75397,2024-11-22,"Gold",4.99,4
76076,2024-11-15,"Gold",19.99,20
94162,2024-11-16,"Promotion",4.99,3
78202,2024-10-04,"Gold",4.99,1
82604,2024-12-18,"Gold",4.99,16
71364,2024-12-31,"Promotion",4.99,6
86900,2024-12-13,"Gold",4.99,4
96121,2024-12-17,"Promotion",4.99,1
81110,2024-10-13,"Gold",29.99,9
94104,2024-10-21,"Promotion",9.99,18
95623,2024-12-14,"Promotion",4.99,2
78131,2024-10-27,"Gold",4.99,1
73879,2024-10-13,"Remove Ads",4.99,10
83877,2024-10-22,"Promotion",9.99,28
85322,2024-12-19,"Promotion",9.99,7
72024,2024-11-12,"Promotion",4.99,12
75355,2024-12-25,"Promotion",4.99,3
82130,2024-12-27,"Promotion",4.99,3
80107,2024-10-02,"Promotion",4.99,2
79583,2024-11-26,"Gold",4.99,111
79583,2024-12-08,"Promotion",9.99,155
91423,2024-11-20,"Promotion",4.99,1
82421,2024-10-21,"Gold",4.99,3
84531,2024-12-31,"Gold",4.99,21
80406,2024-11-02,"Gold",4.99,4
80406,2024-11-22,"Promotion",4.99,8
70109,2024-12-18,"Gold",4.99,12
83628,2024-10-23,"Gold",4.99,23
83628,2024-11-16,"Gold",4.99,46
87691,2024-12-18,"Gold",4.99,11
97259,2024-12-02,"Promotion",4.99,7
82032,2024-10-26,"Promotion",4.99,3
95634,2024-11-26,"Gold",4.99,12
81239,2024-12-25,"Gold",4.99,3
81705,2024-10-04,"Gold",4.99,1
95926,2024-11-05,"Gold",4.99,1
88075,2024-10-17,"Promotion",4.99,2
84747,2024-12-21,"Remove Ads",4.99,9
70958,2024-11-10,"Gold",9.99,1
85244,2024-10-28,"Remove Ads",4.99,9
83776,2024-10-24,"Remove Ads",4.99,7
75177,2024-10-06,"Gold",19.99,6
90531,2024-12-17,"Gold",4.99,4
93812,2024-12-21,"Promotion",4.99,1
87237,2024-12-31,"Gold",4.99,25
81750,2024-11-25,"Remove Ads",4.99,7
72109,2024-10-29,"Promotion",4.99,1
81718,2024-10-18,"Gold",4.99,29
81718,2024-10-18,"Gold",4.99,31
81718,2024-10-21,"Promotion",4.99,41
81718,2024-12-25,"Gold",4.99,85
91814,2024-11-08,"Promotion",4.99,1
75875,2024-12-13,"Promotion",9.99,5
84818,2024-11-02,"Gold",4.99,1
91299,2024-11-02,"Gold",4.99,1
81567,2024-12-26,"Gold",4.99,11
71294,2024-11-23,"Promotion",4.99,2
80307,2024-12-24,"Gold",4.99,4
89597,2024-12-31,"Gold",4.99,1
85898,2024-10-31,"Gold",4.99,11
70116,2024-11-27,"Promotion",4.99,6
73332,2024-12-26,"Gold",9.99,3
71613,2024-11-23,"Promotion",4.99,5
79387,2024-10-22,"Gold",4.99,11
79387,2024-11-12,"Promotion",4.99,28
90119,2024-10-24,"Gold",4.99,4
90756,2024-12-23,"Gold",4.99,4
86537,2024-10-21,"Gold",9.99,6
86790,2024-12-20,"Gold",4.99,11
80067,2024-11-03,"Gold",4.99,1
78256,2024-10-19,"Promotion",4.99,1
70242,2024-11-02,"Gold",4.99,2
90015,2024-11-02,"Gold",4.99,2
79118,2024-12-27,"Promotion",4.99,2
91913,2024-11-11,"Promotion",4.99,1
72237,2024-12-29,"Gold",29.99,6
92744,2024-10-11,"Gold",4.99,2
91205,2024-10-23,"Promotion",4.99,1
74511,2024-11-27,"Gold",9.99,9
93106,2024-12-05,"Remove Ads",4.99,3
96124,2024-12-29,"Gold",4.99,6
85139,2024-12-29,"Promotion",9.99,6
82604,2024-12-19,"Remove Ads",NA,17
80876,2024-11-13,"Remove Ads",4.99,6
91902,2024-12-14,"Gold",4.99,3
74868,2024-11-29,"Gold",4.99,13
86257,2024-11-26,"Promotion",9.99,7
87586,2024-11-20,"Remove Ads",4.99,12
92823,2024-12-07,"Promotion",4.99,5
75471,2024-11-16,"Remove Ads",4.99,36
81110,2024-10-15,"Promotion",4.99,21
73879,2024-10-14,"Gold",4.99,12
83877,2024-10-18,"Gold",4.99,9
83877,2024-10-20,"Gold",4.99,19
78393,2024-10-04,"Gold",4.99,1
80329,2024-12-16,"Promotion",4.99,20
83625,2024-10-20,"Gold",4.99,2
95623,2024-12-20,"Gold",4.99,7
70162,2024-11-08,"Promotion",4.99,5
71207,2024-11-23,"Gold",4.99,5
71207,2024-12-22,"Promotion",4.99,17
88462,2024-12-24,"Gold",4.99,10
79583,2024-11-11,"Gold",4.99,60
86262,2024-11-09,"Gold",29.99,11
86882,2024-10-27,"Remove Ads",4.99,4
73788,2024-11-13,"Gold",9.99,2
71696,2024-12-18,"Remove Ads",4.99,1
70109,2024-12-18,"Gold",4.99,13
83628,2024-10-24,"Gold",9.99,26
83628,2024-11-27,"Gold",4.99,58
83628,2024-11-30,"Gold",4.99,60
91503,2024-12-24,"Promotion",4.99,1
95868,2024-12-12,"Gold",4.99,5
95868,2024-12-25,"Remove Ads",4.99,22
82440,2024-12-29,"Gold",4.99,4
96006,2024-12-14,"Remove Ads",4.99,22
